day,energy_sum,Count,avg_energy
2013-01-24,74652.51000589992,5497,13.580591232654161
2013-01-25,74936.50998910013,5495,13.637217468444064
2013-01-26,71801.84699629995,5495,13.066760144913548
2013-01-27,72312.34099390004,5495,13.159661691337588
2013-01-28,69010.79699400018,5495,12.558834757779833
2013-01-29,64969.3240002001,5493,11.827657746258893
2013-01-30,61955.69599060002,5493,11.279027123721104
2013-01-31,63079.657997999595,5488,11.49410677806115
2013-02-01,64754.71700110008,5485,11.80578249792162
2013-02-02,68970.82900350001,5486,12.572152570816625
2013-02-03,74212.8109998999,5487,13.525207034791306
2013-02-04,64821.862008099786,5485,11.818024067110262
2013-02-05,66939.45800319988,5485,12.204094439963514
2013-02-06,68306.16399019986,5485,12.45326599639013
2013-02-07,68197.26299709984,5484,12.435678883497419
2013-02-08,67523.12099130005,5483,12.314995621247501
2013-02-09,71721.3670009001,5483,13.080679737534217
2013-02-10,75735.44800600028,5483,13.812775488965945
2013-02-11,72803.94600039987,5484,13.2757013129832
2013-02-12,72110.9580076001,5484,13.14933588760031
2013-02-13,70778.9229925998,5480,12.915861859963465
2013-02-14,66787.97199410002,5479,12.189810548293488
2013-02-15,64423.45000869982,5480,11.756104016186098
2013-02-16,64439.42899989986,5479,11.76116608868404
2013-02-17,67100.72499909996,5476,12.25360208164718
2013-02-18,64215.08999879968,5478,11.722360350273764
2013-02-19,63355.973993199754,5470,11.582444971334507
2013-02-20,65138.363007599866,5466,11.917007502305134
2013-02-21,69777.36200350012,5468,12.761039137436013
2013-02-22,71388.68798930012,5461,13.07245705718735
2013-02-23,73614.75799959993,5459,13.485026195200573
2013-02-24,77695.79298679992,5458,14.23521307929643
2013-02-25,72472.09599520026,5460,13.273277654798582
2013-02-26,69752.48000339999,5459,12.77751969287415
2013-02-27,66902.7139975,5459,12.255488916926177
2013-02-28,66429.04199099999,5442,12.20673318467475
2013-03-01,66765.64399540005,5440,12.273096322683832
2013-03-02,68270.7430046001,5439,12.552076301636347
2013-03-03,70450.50799319994,5440,12.950461028161753
2013-03-04,63507.199995700124,5436,11.68270787264535
2013-03-05,60085.18600450007,5435,11.055232015547391
2013-03-06,59072.69998880007,5436,10.866942602796186
2013-03-07,60268.73700210007,5434,11.091044718825923
2013-03-08,60451.7879975999,5429,11.134976606667877
2013-03-09,63998.030992400105,5429,11.788180326468982
2013-03-10,70912.1189945999,5431,13.05691750959306
2013-03-11,72399.63199850036,5431,13.330810531854238
2013-03-12,70950.69899309968,5429,13.068833853950945
2013-03-13,66858.82399669984,5426,12.321935863748587
2013-03-14,65016.21399940023,5424,11.986765117883524
2013-03-15,63986.77400070008,5425,11.794797050820291
2013-03-16,67250.46699750007,5424,12.398684918418155
2013-03-17,69388.84900100027,5422,12.797648284950252
2013-03-18,65117.12800620004,5421,12.012014020697295
2013-03-19,62814.334995600075,5422,11.58508576090005
2013-03-20,64278.8769947,5420,11.859571401236161
2013-03-21,63399.86600109977,5421,11.695234458789848
2013-03-22,66568.95099289989,5420,12.28209427913282
2013-03-23,74069.15999719995,5417,13.673465017020483
2013-03-24,78116.74500269999,5416,14.423328102418758
2013-03-25,72288.89499740025,5417,13.344820933616438
2013-03-26,71092.1219875998,5416,13.126314990324927
2013-03-27,68783.93200099996,5413,12.707173840938475
2013-03-28,66306.13999870016,5407,12.26301830935827
2013-03-29,67253.57200800006,5407,12.438241540225645
2013-03-30,64967.35799669998,5410,12.008753788669129
2013-03-31,65729.95200900002,5410,12.149713864879855
2013-04-01,65887.53200220024,5405,12.190107678482931
